FileName,Label,FileContent
AggregateTransformer.java,optional,"['io', 'file', 'io', 'file', 'input', 'stream', 'io', 'file', 'not', 'found', 'except', 'io', 'ioexcept', 'io', 'input', 'stream', 'net', 'url', 'util', 'iter', 'util', 'list', 'util', 'vector', 'javax', 'xml', 'parser', 'document', 'builder', 'javax', 'xml', 'parser', 'document', 'builder', 'factori', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'taskdef', 'xsltprocess', 'org', 'apach', 'tool', 'ant', 'taskdef', 'delet', 'org', 'apach', 'tool', 'ant', 'taskdef', 'temp', 'file', 'org', 'apach', 'tool', 'ant', 'util', 'jaxputil', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apach', 'tool', 'ant', 'type', 'enumer', 'attribut', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'urlresourc', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'file', 'resourc', 'org', 'w', 'c', 'dom', 'document', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit']"
Algorithm.java,type,"['io', 'file', 'org', 'apache', 'tools', 'ant', 'types', 'selectors', 'modifiedselector']"
AncestorAnalyzer.java,util,"['io', 'file', 'io', 'ioexcept', 'util', 'enumer', 'util', 'hashtabl', 'util', 'vector', 'org', 'apach', 'bcel', 'classfil', 'class', 'parser', 'org', 'apach', 'bcel', 'classfil', 'java', 'class', 'org', 'apach', 'tool', 'ant', 'util', 'depend', 'abstract', 'analyz', 'org', 'apache', 'tools', 'ant', 'util', 'depend', 'bcel']"
And.java,condition,"['util', 'enumer', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'condition']"
And.java,type,"['util', 'iter', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'org', 'apache', 'tools', 'ant', 'types', 'resources', 'selectors']"
AndSelector.java,type,"['io', 'file', 'util', 'enumer', 'org', 'apache', 'tools', 'ant', 'types', 'selectors']"
AnsiColorLogger.java,listeners,"['io', 'file', 'input', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'io', 'print', 'stream', 'util', 'properti', 'org', 'apach', 'tool', 'ant', 'default', 'logger', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apache', 'tools', 'ant', 'listener']"
Ant.java,taskdef,"['io', 'file', 'io', 'file', 'output', 'stream', 'io', 'ioexcept', 'io', 'print', 'stream', 'lang', 'reflect', 'method', 'util', 'enumer', 'util', 'hashtabl', 'util', 'iter', 'util', 'vector', 'util', 'set', 'util', 'hash', 'set', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'build', 'listen', 'org', 'apach', 'tool', 'ant', 'default', 'logger', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'project', 'compon', 'org', 'apach', 'tool', 'ant', 'project', 'helper', 'org', 'apach', 'tool', 'ant', 'target', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'magic', 'name', 'org', 'apach', 'tool', 'ant', 'main', 'org', 'apach', 'tool', 'ant', 'type', 'properti', 'set', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
AntAnalyzer.java,optional,"['io', 'file', 'io', 'file', 'input', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'util', 'enumer', 'util', 'hashtabl', 'util', 'vector', 'util', 'zip', 'zip', 'entri', 'util', 'zip', 'zip', 'file', 'org', 'apach', 'tool', 'ant', 'util', 'depend', 'abstract', 'analyz', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'depend']"
AntClassLoader.java,logic,"['io', 'byte', 'array', 'output', 'stream', 'io', 'file', 'io', 'file', 'input', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'io', 'input', 'stream', 'reader', 'io', 'reader', 'lang', 'reflect', 'constructor', 'net', 'malform', 'urlexcept', 'net', 'url', 'util', 'collect', 'util', 'enumer', 'util', 'hash', 'map', 'util', 'hashtabl', 'util', 'map', 'util', 'string', 'token', 'util', 'vector', 'util', 'jar', 'attribut', 'util', 'jar', 'attribut', 'name', 'util', 'jar', 'jar', 'file', 'util', 'jar', 'manifest', 'util', 'zip', 'zip', 'entri', 'util', 'zip', 'zip', 'file', 'org', 'apach', 'tool', 'ant', 'type', 'path', 'org', 'apach', 'tool', 'ant', 'util', 'collect', 'util', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apach', 'tool', 'ant', 'util', 'java', 'env', 'util', 'org', 'apach', 'tool', 'ant', 'util', 'loader', 'util', 'org', 'apach', 'tool', 'ant', 'launch', 'locat', 'org', 'apache', 'tools', 'ant']"
AntClassLoader2.java,logic,"['org', 'apach', 'tool', 'ant', 'ant', 'class', 'loader', 'org', 'apache', 'tools', 'ant', 'loader']"
AntFilterReader.java,type,"['util', 'vector', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apache', 'tools', 'ant', 'types']"
AntResolver.java,optional,"['io', 'file', 'io', 'ioexcept', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'taskdef', 'ant', 'org', 'apach', 'tool', 'ant', 'taskdef', 'option', 'extens', 'extens', 'org', 'apach', 'tool', 'ant', 'taskdef', 'option', 'extens', 'extens', 'resolv', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'extension', 'resolvers']"
AntSoundPlayer.java,optional,"['io', 'file', 'io', 'ioexcept', 'javax', 'sound', 'sampl', 'audio', 'format', 'javax', 'sound', 'sampl', 'audio', 'input', 'stream', 'javax', 'sound', 'sampl', 'audio', 'system', 'javax', 'sound', 'sampl', 'clip', 'javax', 'sound', 'sampl', 'data', 'line', 'javax', 'sound', 'sampl', 'line', 'javax', 'sound', 'sampl', 'line', 'event', 'javax', 'sound', 'sampl', 'line', 'listen', 'javax', 'sound', 'sampl', 'line', 'unavail', 'except', 'javax', 'sound', 'sampl', 'unsupport', 'audio', 'file', 'except', 'org', 'apach', 'tool', 'ant', 'build', 'event', 'org', 'apach', 'tool', 'ant', 'build', 'listen', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'sound']"
AntStarTeamCheckOut.java,optional,"['com', 'starbas', 'starteam', 'folder', 'com', 'starbas', 'starteam', 'item', 'com', 'starbas', 'starteam', 'properti', 'com', 'starbas', 'starteam', 'server', 'com', 'starbas', 'starteam', 'star', 'team', 'finder', 'com', 'starbas', 'starteam', 'type', 'com', 'starbas', 'starteam', 'view', 'com', 'starbas', 'util', 'platform', 'util', 'string', 'token', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'directori', 'scanner', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'scm']"
AntStructure.java,taskdef,"['io', 'file', 'io', 'file', 'output', 'stream', 'io', 'file', 'writer', 'io', 'ioexcept', 'io', 'output', 'stream', 'writer', 'io', 'print', 'writer', 'io', 'unsupport', 'encod', 'except', 'util', 'enumer', 'util', 'hashtabl', 'util', 'vector', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'introspect', 'helper', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'task', 'contain', 'org', 'apach', 'tool', 'ant', 'type', 'enumer', 'attribut', 'org', 'apach', 'tool', 'ant', 'type', 'refer', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
AntTypeDefinition.java,logic,"['lang', 'reflect', 'invoc', 'target', 'except', 'lang', 'reflect', 'constructor', 'org', 'apache', 'tools', 'ant']"
AntVersion.java,condition,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'util', 'dewey', 'decim', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'condition']"
Antlib.java,taskdef,"['io', 'ioexcept', 'net', 'url', 'util', 'array', 'list', 'util', 'iter', 'util', 'list', 'org', 'apach', 'tool', 'ant', 'task', 'contain', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'compon', 'helper', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'helper', 'project', 'helper', 'org', 'apach', 'tool', 'ant', 'unknown', 'element', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
AntlibDefinition.java,taskdef,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'helper', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
ApacheCatalog.java,type,"['org', 'apach', 'xml', 'resolv', 'catalog', 'org', 'apach', 'xml', 'resolv', 'catalog', 'entri', 'org', 'apach', 'xml', 'resolv', 'helper', 'public', 'id', 'org', 'apache', 'tools', 'ant', 'types', 'resolver']"
ApacheCatalogResolver.java,type,"['io', 'ioexcept', 'net', 'malform', 'urlexcept', 'net', 'url', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'type', 'xmlcatalog', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'locat', 'org', 'apach', 'xml', 'resolv', 'catalog', 'org', 'apach', 'xml', 'resolv', 'catalog', 'manag', 'org', 'apach', 'xml', 'resolv', 'tool', 'catalog', 'resolv', 'org', 'apache', 'tools', 'ant', 'types', 'resolver']"
Apt.java,taskdef,"['org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'taskdef', 'compil', 'apt', 'extern', 'compil', 'adapt', 'org', 'apach', 'tool', 'ant', 'type', 'path', 'org', 'apach', 'tool', 'ant', 'type', 'refer', 'org', 'apach', 'tool', 'ant', 'util', 'java', 'env', 'util', 'util', 'vector', 'io', 'file', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
AptCompilerAdapter.java,compilers,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'taskdef', 'apt', 'org', 'apach', 'tool', 'ant', 'type', 'commandlin', 'org', 'apach', 'tool', 'ant', 'type', 'path', 'io', 'file', 'lang', 'reflect', 'method', 'util', 'enumer', 'util', 'vector', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'compilers']"
AptExternalCompilerAdapter.java,compilers,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'taskdef', 'apt', 'org', 'apach', 'tool', 'ant', 'type', 'commandlin', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'compilers']"
Arc.java,type,"['javax', 'media', 'jai', 'planar', 'imag', 'awt', 'basic', 'stroke', 'awt', 'graphic', 'd', 'awt', 'geom', 'arc', 'd', 'awt', 'imag', 'buffer', 'imag', 'org', 'apache', 'tools', 'ant', 'types', 'optional', 'image']"
ArchiveFileSet.java,type,"['io', 'file', 'util', 'iter', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'directori', 'scanner', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'file', 'resourc', 'org', 'apach', 'tool', 'zip', 'unix', 'stat', 'org', 'apache', 'tools', 'ant', 'types']"
ArchiveResource.java,type,"['io', 'file', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'collect', 'org', 'apach', 'tool', 'ant', 'type', 'refer', 'org', 'apache', 'tools', 'ant', 'types', 'resources']"
ArchiveScanner.java,type,"['io', 'file', 'util', 'map', 'util', 'set', 'util', 'tree', 'map', 'util', 'iter', 'org', 'apach', 'tool', 'ant', 'directori', 'scanner', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'file', 'resourc', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'file', 'resourc', 'iter', 'org', 'apache', 'tools', 'ant', 'types']"
AsiExtraField.java,zip,"['util', 'zip', 'crc', 'util', 'zip', 'zip', 'except', 'org', 'apache', 'tools', 'zip']"
Assertions.java,type,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'util', 'array', 'list', 'util', 'iter', 'util', 'list', 'util', 'list', 'iter', 'org', 'apache', 'tools', 'ant', 'types', 'and', 'have', 'been', 'set']"
Attrib.java,optional,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'taskdef', 'execut', 'on', 'org', 'apach', 'tool', 'ant', 'taskdef', 'condit', 'os', 'org', 'apach', 'tool', 'ant', 'type', 'file', 'set', 'io', 'file', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'windows']"
Available.java,taskdef,"['io', 'file', 'org', 'apach', 'tool', 'ant', 'ant', 'class', 'loader', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'taskdef', 'condit', 'condit', 'org', 'apach', 'tool', 'ant', 'type', 'enumer', 'attribut', 'org', 'apach', 'tool', 'ant', 'type', 'path', 'org', 'apach', 'tool', 'ant', 'type', 'refer', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apach', 'tool', 'ant', 'util', 'string', 'util', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
BCFileSet.java,type,"['util', 'iter', 'org', 'apach', 'tool', 'ant', 'type', 'file', 'set', 'org', 'apache', 'tools', 'ant', 'types', 'resources']"
BUnzip2.java,taskdef,"['io', 'buffer', 'input', 'stream', 'io', 'file', 'output', 'stream', 'io', 'ioexcept', 'io', 'input', 'stream', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apach', 'tool', 'bzip', 'cbzip', 'input', 'stream', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
BZip2.java,taskdef,"['io', 'buffer', 'output', 'stream', 'io', 'file', 'output', 'stream', 'io', 'ioexcept', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apach', 'tool', 'bzip', 'cbzip', 'output', 'stream', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
BZip2Constants.java,bzip2,"['org', 'apache', 'tools', 'bzip2']"
BZip2Resource.java,type,"['io', 'input', 'stream', 'io', 'ioexcept', 'io', 'output', 'stream', 'org', 'apach', 'tool', 'bzip', 'cbzip', 'input', 'stream', 'org', 'apach', 'tool', 'bzip', 'cbzip', 'output', 'stream', 'org', 'apache', 'tools', 'ant', 'types', 'resources']"
Base64Converter.java,util,"['org', 'apache', 'tools', 'ant', 'util']"
BaseExtendSelector.java,type,"['io', 'file', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'type', 'paramet', 'org', 'apache', 'tools', 'ant', 'types', 'selectors']"
BaseResourceCollectionContainer.java,type,"['io', 'file', 'util', 'list', 'util', 'stack', 'util', 'iter', 'util', 'array', 'list', 'util', 'collect', 'util', 'collect', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'type', 'data', 'type', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'collect', 'org', 'apache', 'tools', 'ant', 'types', 'resources']"
BaseResourceCollectionWrapper.java,type,"['io', 'file', 'util', 'stack', 'util', 'iter', 'util', 'collect', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'type', 'data', 'type', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'collect', 'org', 'apache', 'tools', 'ant', 'types', 'resources']"
BaseSelector.java,type,"['io', 'file', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'type', 'data', 'type', 'org', 'apache', 'tools', 'ant', 'types', 'selectors']"
BaseSelectorContainer.java,type,"['io', 'file', 'util', 'enumer', 'util', 'vector', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'type', 'selector', 'modifiedselector', 'modifi', 'selector', 'org', 'apache', 'tools', 'ant', 'types', 'selectors']"
BaseTest.java,optional,"['io', 'file', 'util', 'vector', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit']"
Basename.java,taskdef,"['io', 'file', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
BasicShape.java,type,"['org', 'apache', 'tools', 'ant', 'types', 'optional', 'image']"
BatchTest.java,optional,"['io', 'file', 'util', 'enumer', 'util', 'iter', 'util', 'vector', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'type', 'file', 'set', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'collect', 'org', 'apach', 'tool', 'ant', 'type', 'resourc', 'resourc', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit']"
BorlandDeploymentTool.java,optional,"['io', 'buffer', 'reader', 'io', 'file', 'io', 'ioexcept', 'io', 'input', 'stream', 'io', 'input', 'stream', 'reader', 'io', 'output', 'stream', 'util', 'hashtabl', 'util', 'iter', 'util', 'vector', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'taskdef', 'exec', 'task', 'org', 'apach', 'tool', 'ant', 'taskdef', 'execut', 'org', 'apach', 'tool', 'ant', 'taskdef', 'execut', 'stream', 'handler', 'org', 'apach', 'tool', 'ant', 'taskdef', 'java', 'org', 'apach', 'tool', 'ant', 'type', 'commandlin', 'org', 'apach', 'tool', 'ant', 'type', 'path', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ejb']"
BorlandGenerateClient.java,optional,"['io', 'file', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'taskdef', 'exec', 'task', 'org', 'apach', 'tool', 'ant', 'taskdef', 'java', 'org', 'apach', 'tool', 'ant', 'type', 'path', 'org', 'apach', 'tool', 'ant', 'type', 'refer', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'ejb']"
BriefJUnitResultFormatter.java,optional,"['io', 'output', 'stream', 'io', 'print', 'writer', 'io', 'string', 'writer', 'text', 'number', 'format', 'junit', 'framework', 'assert', 'fail', 'error', 'junit', 'framework', 'test', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apach', 'tool', 'ant', 'util', 'string', 'util', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'junit']"
BuildEvent.java,logic,"['util', 'event', 'object', 'org', 'apache', 'tools', 'ant']"
BuildException.java,logic,"['io', 'print', 'stream', 'io', 'print', 'writer', 'org', 'apache', 'tools', 'ant']"
BuildListener.java,logic,"['util', 'event', 'listen', 'org', 'apache', 'tools', 'ant']"
BuildLogger.java,logic,"['io', 'print', 'stream', 'org', 'apache', 'tools', 'ant']"
BuildNumber.java,taskdef,"['io', 'file', 'io', 'file', 'input', 'stream', 'io', 'file', 'output', 'stream', 'io', 'ioexcept', 'util', 'properti', 'org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'task', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'util', 'file', 'util', 'org', 'apache', 'tools', 'ant', 'taskdefs']"
CBZip2InputStream.java,bzip2,"['io', 'input', 'stream', 'io', 'ioexcept', 'org', 'apache', 'tools', 'bzip2']"
CBZip2OutputStream.java,bzip2,"['io', 'output', 'stream', 'io', 'ioexcept', 'org', 'apache', 'tools', 'bzip2']"
CCCheckin.java,optional,"['org', 'apach', 'tool', 'ant', 'build', 'except', 'org', 'apach', 'tool', 'ant', 'project', 'org', 'apach', 'tool', 'ant', 'taskdef', 'execut', 'org', 'apach', 'tool', 'ant', 'type', 'commandlin', 'org', 'apache', 'tools', 'ant', 'taskdefs', 'optional', 'clearcase']"
